Timestamp,Process,PID,Destination IP,Port,Suspicion Score,Risk Level,Severity,Reasons,Intent Score,Protocol
2026-04-22 09:29:09,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 90; Beaconing pattern: 26 hits to 3.234.199.80:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:29:09,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 91; Beaconing pattern: 27 hits to 3.234.199.80:80; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:29:08,python.exe,22016,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 82 in 60 seconds; High connection frequency baseline: 87; Beaconing pattern: 27 hits to 3.234.199.80:80; Connection burst: 18 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:29:08,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 83 in 60 seconds; High connection frequency baseline: 88; Beaconing pattern: 28 hits to 3.234.199.80:80; Connection burst: 19 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:29:08,OfficeC2RClient.exe,11812,52.123.226.43,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:29:08,OfficeC2RClient.exe,11812,52.110.16.168,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:29:08,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 89; Beaconing pattern: 25 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:29:08,LenovoVantage-(VantageCoreAddin).exe,13860,18.155.99.56,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:29:07,python.exe,25448,103.102.166.224,443,47.0,MEDIUM,MEDIUM,Frequent connections: 81 in 60 seconds; High connection frequency baseline: 84; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:07,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 82 in 60 seconds; High connection frequency baseline: 85; Beaconing pattern: 26 hits to 3.234.199.80:80; Connection burst: 17 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:07,System Idle Process,0,8.8.4.4,443,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 75 in 60 seconds; High connection frequency baseline: 87; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 14 unique endpoints,1.0,TCP
2026-04-22 09:29:07,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 76 in 60 seconds; High connection frequency baseline: 88; Beaconing pattern: 24 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 14 unique endpoints,1.0,TCP
2026-04-22 09:29:07,python.exe,25448,103.102.166.224,80,47.0,MEDIUM,MEDIUM,Frequent connections: 83 in 60 seconds; High connection frequency baseline: 86; Connection burst: 18 connections in 10 seconds; Multi-destination activity: 8 unique endpoints,1.0,TCP
2026-04-22 09:29:06,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 84; Beaconing pattern: 22 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 12 unique endpoints,1.0,TCP
2026-04-22 09:29:06,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 81 in 60 seconds; High connection frequency baseline: 83; Beaconing pattern: 25 hits to 3.234.199.80:80; Connection burst: 16 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:06,System Idle Process,0,49.44.198.161,80,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 85; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:06,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 86; Beaconing pattern: 23 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:05,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 83; Beaconing pattern: 21 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:05,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 79 in 60 seconds; High connection frequency baseline: 81; Beaconing pattern: 23 hits to 3.234.199.80:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:05,python.exe,22016,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 80 in 60 seconds; High connection frequency baseline: 82; Beaconing pattern: 24 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:04,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 78 in 60 seconds; High connection frequency baseline: 78; Beaconing pattern: 21 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:04,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 71 in 60 seconds; High connection frequency baseline: 80; Beaconing pattern: 18 hits to 3.234.199.80:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:04,python.exe,23708,93.184.216.34,8080,72.0,HIGH,HIGH,Frequent connections: 79 in 60 seconds; Unusual port: 8080; High connection frequency baseline: 79; Beaconing pattern: 10 hits to 93.184.216.34:8080; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:04,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 81; Beaconing pattern: 19 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:04,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 80 in 60 seconds; High connection frequency baseline: 80; Beaconing pattern: 22 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:04,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 82; Beaconing pattern: 20 hits to 3.234.199.80:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:04,EABackgroundService.exe,28852,104.120.95.114,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:29:03,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 76 in 60 seconds; High connection frequency baseline: 76; Beaconing pattern: 19 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:03,python.exe,22016,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 77 in 60 seconds; High connection frequency baseline: 77; Beaconing pattern: 20 hits to 3.234.199.80:80; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:03,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 70 in 60 seconds; High connection frequency baseline: 79; Beaconing pattern: 17 hits to 3.234.199.80:80; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:01,System Idle Process,0,3.234.199.80,80,81.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 76; Beaconing pattern: 15 hits to 3.234.199.80:80; Rapid connection rate: 5 in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:01,python.exe,25448,20.207.73.82,80,47.0,MEDIUM,MEDIUM,Frequent connections: 73 in 60 seconds; High connection frequency baseline: 73; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:01,python.exe,19916,3.234.199.80,80,62.0,HIGH,HIGH,Frequent connections: 74 in 60 seconds; High connection frequency baseline: 74; Beaconing pattern: 18 hits to 3.234.199.80:80; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:01,python.exe,25448,20.207.73.82,443,47.0,MEDIUM,MEDIUM,Frequent connections: 75 in 60 seconds; High connection frequency baseline: 75; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 7 unique endpoints,1.0,TCP
2026-04-22 09:29:01,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 77; Beaconing pattern: 16 hits to 3.234.199.80:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:01,System Idle Process,0,20.207.73.82,80,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 69 in 60 seconds; High connection frequency baseline: 78; Connection burst: 7 connections in 10 seconds; Multi-destination activity: 13 unique endpoints,1.0,TCP
2026-04-22 09:29:00,python.exe,19916,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 70 in 60 seconds; High connection frequency baseline: 70; Beaconing pattern: 15 hits to 3.234.199.80:80; Connection burst: 7 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:29:00,python.exe,19916,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 71 in 60 seconds; High connection frequency baseline: 71; Beaconing pattern: 16 hits to 3.234.199.80:80; Connection burst: 8 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:29:00,System Idle Process,0,3.234.199.80,80,81.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 75 in 60 seconds; High connection frequency baseline: 75; Beaconing pattern: 14 hits to 3.234.199.80:80; Rapid connection rate: 5 in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:29:00,python.exe,22016,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 72 in 60 seconds; High connection frequency baseline: 72; Beaconing pattern: 17 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:58,python.exe,22016,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 69 in 60 seconds; High connection frequency baseline: 69; Beaconing pattern: 14 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:58,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 74 in 60 seconds; High connection frequency baseline: 74; Beaconing pattern: 13 hits to 3.234.199.80:80; Connection burst: 6 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:57,python.exe,23708,93.184.216.34,8080,67.0,HIGH,HIGH,Frequent connections: 68 in 60 seconds; Unusual port: 8080; High connection frequency baseline: 68; Beaconing pattern: 9 hits to 93.184.216.34:8080; Connection burst: 9 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:56,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 73 in 60 seconds; High connection frequency baseline: 73; Beaconing pattern: 12 hits to 3.234.199.80:80; Connection burst: 9 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:55,python.exe,25448,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 66 in 60 seconds; High connection frequency baseline: 66; Beaconing pattern: 12 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:55,python.exe,22016,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 67 in 60 seconds; High connection frequency baseline: 67; Beaconing pattern: 13 hits to 3.234.199.80:80; Connection burst: 12 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:54,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 72 in 60 seconds; High connection frequency baseline: 72; Beaconing pattern: 11 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:53,python.exe,22016,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 65 in 60 seconds; High connection frequency baseline: 65; Beaconing pattern: 11 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:51,python.exe,23708,93.184.216.34,8080,60.0,HIGH,HIGH,Frequent connections: 64 in 60 seconds; Unusual port: 8080; High connection frequency baseline: 64; Repeated destination: 8 hits to 93.184.216.34:8080; Connection burst: 18 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:51,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 71 in 60 seconds; High connection frequency baseline: 71; Beaconing pattern: 10 hits to 3.234.199.80:80; Connection burst: 14 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:50,System Idle Process,0,3.234.199.80,80,87.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 70 in 60 seconds; High connection frequency baseline: 70; Beaconing pattern: 9 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:50,python.exe,25448,35.190.14.201,443,42.0,MEDIUM,MEDIUM,Frequent connections: 62 in 60 seconds; High connection frequency baseline: 62; Connection burst: 16 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:50,python.exe,22016,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 63 in 60 seconds; High connection frequency baseline: 63; Beaconing pattern: 10 hits to 3.234.199.80:80; Connection burst: 17 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:49,NVIDIA Overlay.exe,25876,142.250.183.170,443,20.0,SAFE,SAFE,Unknown process not in whitelist,1.0,TCP
2026-04-22 09:28:49,System Idle Process,0,3.234.199.80,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 69 in 60 seconds; High connection frequency baseline: 69; Repeated destination: 8 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:49,python.exe,19916,3.234.199.80,80,57.0,HIGH,HIGH,Frequent connections: 61 in 60 seconds; High connection frequency baseline: 61; Beaconing pattern: 9 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:48,System Idle Process,0,3.234.199.80,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 67 in 60 seconds; High connection frequency baseline: 67; Repeated destination: 6 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:48,python.exe,19916,3.234.199.80,80,50.0,MEDIUM,MEDIUM,Frequent connections: 60 in 60 seconds; High connection frequency baseline: 60; Repeated destination: 8 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:48,System Idle Process,0,3.234.199.80,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 68 in 60 seconds; High connection frequency baseline: 68; Repeated destination: 7 hits to 3.234.199.80:80; Connection burst: 12 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:47,python.exe,19916,3.234.199.80,80,50.0,MEDIUM,MEDIUM,Frequent connections: 57 in 60 seconds; High connection frequency baseline: 57; Repeated destination: 5 hits to 3.234.199.80:80; Connection burst: 13 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:47,System Idle Process,0,3.234.199.80,80,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 65 in 60 seconds; High connection frequency baseline: 65; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:47,python.exe,19916,3.234.199.80,80,50.0,MEDIUM,MEDIUM,Frequent connections: 58 in 60 seconds; High connection frequency baseline: 58; Repeated destination: 6 hits to 3.234.199.80:80; Connection burst: 14 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:47,System Idle Process,0,3.234.199.80,80,80.0,CRITICAL,CRITICAL,Unknown process not in whitelist; Frequent connections: 66 in 60 seconds; High connection frequency baseline: 66; Repeated destination: 5 hits to 3.234.199.80:80; Connection burst: 11 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:47,python.exe,22016,3.234.199.80,80,50.0,MEDIUM,MEDIUM,Frequent connections: 59 in 60 seconds; High connection frequency baseline: 59; Repeated destination: 7 hits to 3.234.199.80:80; Connection burst: 15 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:46,System Idle Process,0,3.234.199.80,80,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 64 in 60 seconds; High connection frequency baseline: 64; Connection burst: 10 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:46,python.exe,19916,3.234.199.80,80,42.0,MEDIUM,MEDIUM,Frequent connections: 56 in 60 seconds; High connection frequency baseline: 56; Connection burst: 13 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:45,python.exe,22016,3.234.199.80,80,42.0,MEDIUM,MEDIUM,Frequent connections: 54 in 60 seconds; High connection frequency baseline: 54; Connection burst: 12 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
2026-04-22 09:28:45,System Idle Process,0,3.234.199.80,80,72.0,HIGH,HIGH,Unknown process not in whitelist; Frequent connections: 62 in 60 seconds; High connection frequency baseline: 62; Connection burst: 8 connections in 10 seconds; Multi-destination activity: 18 unique endpoints,1.0,TCP
2026-04-22 09:28:45,python.exe,19916,3.234.199.80,80,42.0,MEDIUM,MEDIUM,Frequent connections: 55 in 60 seconds; High connection frequency baseline: 55; Connection burst: 13 connections in 10 seconds; Multiple destinations: 6 unique endpoints,1.0,TCP
